DOI,std_smiles,std_relation,Standard Value,inchi_key
 10.1039/C2MD20130E,CC1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1,=,18.0,TYKANWVCVGBBPK-UHFFFAOYSA-N
 10.1021/jm061118e,CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,=,25.0,LOBUISIPHBRTPI-UHFFFAOYSA-N
 10.1021/jm070680h,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)Cc1ccccc1)C(C)(C)C,<,20.0,INKLVFYPJAFQSP-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NC(CO)C1CCCCC1,=,1.1,LVPUPCZWFVIOGD-UHFFFAOYSA-N
 10.1016/j.bmcl.2006.11.021,Cc1cc(=O)c2c(O)cc(OC3OC(COC(=O)C4=CCC(C(C)(C)O)CC4)C(O)C(O)C3O)cc2o1,=,4.82,OUBDJJFZUQGQLU-UHFFFAOYSA-N
 10.1016/j.ejmech.2011.08.021,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccncc21,=,13.0,POTYSOHJWQONMV-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.08.054,CS(=O)(=O)N1Cc2ccc(S(=O)(=O)c3ccc4c(c3)OCCO4)cc2C1,=,30.4,AQTRKPWJJVTYDD-UHFFFAOYSA-N
 10.1021/jm100524j,CN(C)c1nc2sc3c(NCCN4CCOCC4)ncnc3c2c2c1COC(C)(C)C2,=,21.9,DITHSWKFXOPMHH-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.06.124,CS(=O)(=O)NCC1CCC(Nc2nc3c(s2)CCSc2ccccc2-3)CC1,=,36.7,UWSBTSAJZMIHBL-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C23OC(=O)OC2C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,=,0.88,PRRHAKUNMDPHBL-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,O=C(C=Cc1cccc(F)c1)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1,=,2.1,KKZRKZNMXQNBRI-UHFFFAOYSA-N
 10.1016/j.ejmech.2015.06.031,[C-]#[N+]c1ccccc1C=Cc1ccccc1,=,0.0,SOVOGFAABQQIBV-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCCCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,=,0.5,MXUMUFQZUKAXKE-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.08.071,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,=,4.6,NPIJYPKOHBKMAM-UHFFFAOYSA-N
 10.1021/jm300991n,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,=,22.0,PZSMDBYYYKPYFV-UHFFFAOYSA-N
 10.1021/ml5005156,CC(C)N1CCN(C(=O)c2ccc(CN3CCCCC3)cc2)CC1,=,12.4,DSNALXIKDKGHLJ-UHFFFAOYSA-N
 10.1039/C3MD00156C,COc1cc2c(cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)N2,=,1.0,DZMNRFGMWQDULH-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CCN(CC)C(=O)COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,=,15.37,ZUFVFYGHUDQSLJ-UHFFFAOYSA-N
 10.1016/j.bmcl.2006.11.021,CC(C)CC(c1c(O)c(C=O)c(O)c(C=O)c1O)C1(C)CCC2C1C1C(CCC2(C)O)C1(C)C,=,1.8,IBLPTYJTKWQCDX-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.04.128,CCN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,=,23.0,MAAGUWONZDCLSO-UHFFFAOYSA-N
 10.1021/jm401075x,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,<,0.1,WLMCRYCCYXHPQF-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(OC(F)(F)F)cc4)nc3c2)ccn1,=,10.0,IVYBKMZAFJOZDR-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCC(O)C4)cc3Cl)cc1)CCO2,=,1.1,VTNSDPJLVCGQSP-UHFFFAOYSA-N
 10.1021/ml400040v,CN1CCc2c(cccc2C(=O)NCC2(N3CCN(c4ccccc4)CC3)CCCCC2)C1,=,11.0,DIKKTLPJDURHSW-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,=,1.0,NEMHKCNXXRQYRF-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,=,0.02,HZXXERMOALHIDU-UHFFFAOYSA-N
 10.1021/ml400526d,O=c1cc(C2CCNC(Cc3ccc(F)cc3)C2)o[nH]1,=,3.7,ZAXMUQMLLJYFEG-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CN(c1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(CCC(C)(C)C)C1=O)N2)S(C)(=O)=O,=,2.0,LKFUDBIQCHYGLB-UHFFFAOYSA-N
 10.1016/j.bmc.2006.10.002,COCCC(CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,=,12.0,MPWCDZKWKGSZCI-UHFFFAOYSA-N
 10.1021/jm3011349,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,=,31.0,UDZOLWLMXRBGHJ-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2[nH]c(Br)cc2c1=O,=,5.48,UAFLFKVRPASPTL-UHFFFAOYSA-N
 10.1016/j.bmcl.2006.03.055,CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(Cl)cc1,=,7.34,VLOPNYYNACVDTC-UHFFFAOYSA-N
 10.1021/ml400526d,O=c1cc(C2CCNCC2)o[nH]1,<,0.01,YYOYGSTYWVHCJR-UHFFFAOYSA-N
 10.1021/jm200497t,NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,=,30.7,YWCKNSAYJDPHQO-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C(C(OC(=O)N(C)C)C(=O)C12C)C3(C)C,=,8.11,VEEZCBSCSARZSZ-UHFFFAOYSA-N
 10.1128/aac.00210-08,COc1cccc2c1c(C(O)=CC(=O)C(=O)O)cn2Cc1ccc(F)cc1,=,5.5,SILNHDACJCGLDW-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(C(C)CC)N(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)c2csc1n2,=,0.4,LBPNFHXZFSPLPM-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,NCC(NC(=O)CC1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1,=,0.9,MCZCAWWHZGEUFE-UHFFFAOYSA-N
 10.1021/jm3009025,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,=,1.7,PWBMZGIIIRTNKV-UHFFFAOYSA-N
 10.1021/jm301511h,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,=,43.0,SBMZVMAQHHRTLR-UHFFFAOYSA-N
 10.1021/ml5005014,COc1ncc(-c2cc3c(-c4ccncc4)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,=,5.6,IHWMYZQUTPMTII-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CCCC3C(=O)NO)cc2)c2ccccc2n1,=,6.0,OXTQTRNMDRGLGO-UHFFFAOYSA-N
 10.1021/jm100176s,Cc1ccc2oc(C(=O)NC3(C(=O)NC(CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)cc2c1,=,30.3,POQVHRORJJLKKH-UHFFFAOYSA-N
 10.1021/jm500432n,Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)cc1C#N,=,13.6,PNPDBMVLOYDSJD-UHFFFAOYSA-N
 10.1021/jm901802n,Cc1cnc(NCCc2ccc(F)cc2)c(=O)n1CC(=O)NCCON=C(N)N,=,0.55,QPZYKKFOBXQKBU-UHFFFAOYSA-N
 10.1021/jm301187e,CCCCn1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,=,42.5,WFEZMDMNDVDXDW-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.005,CC(C)(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,=,0.15,CRDSEKPXMWCCTN-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,O=C(c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1)C1CC1,=,0.12,VEJNOPYLXFLQPA-UHFFFAOYSA-N
 10.1021/jm3011349,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,=,16.0,SQWQHNDHYHUWMQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nccnc12,=,0.1,BZVZYXCWVJJFDH-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4cccc(C(F)(F)F)c4)nc3c2)ccn1,=,10.0,QZMDJVOYYLADMV-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,=,21.94,XUAOXWXLVASZNU-UHFFFAOYSA-N
 10.1021/jm300991n,CC1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,=,31.0,JZSBGJKGAXFRFW-UHFFFAOYSA-N
 10.1021/jm901802n,Cc1cnc(NCCc2ccc(C(F)(F)F)cc2)c(=O)n1CC(=O)NCCON=C(N)N,=,0.74,WGIMGYMKSNWVEB-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.028,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC(C)(CC(C)c2ncc(F)cn2)N(O)C=O)CC1,=,5.3,UAGAABCJKYADIR-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC(=O)OC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C(C(OC)C(=O)C12C)C3(C)C,=,4.53,LOWBLHHNSSFOCY-UHFFFAOYSA-N
 10.1021/jm100978n,COC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1,=,4.0,DMPWKNSWYLHNOR-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.04.004,O=C(CO)Nc1ccc2c(=O)n(Cc3ccc(Cl)c(Cl)c3)cnc2c1,=,33.3,QBWYZAHJEFWQPF-UHFFFAOYSA-N
 10.1021/jm101157q,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,=,10.0,UJLAWZDWDVHWOW-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.045,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)c(F)c3)C1=O)N2,=,1.05,POXSEBOSMJMBJD-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1c(Br)ccc2c1oc1c(CSC(=N)N)c(Br)ccc12,=,0.2,SOHRRGPNXWNWFZ-UHFFFAOYSA-N
 10.1021/jm300967g,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNC6)c5)nc43)cc2c1,=,3.1,APDIXVQXPVLGGS-UHFFFAOYSA-N
 10.1039/C3MD00156C,CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,=,5.0,XJMKSFYAMIBDHI-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2(C)CCCN12,=,0.6,ACOGLHDMMGUBOE-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(Cl)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12,=,0.1,XIBRIFALUALBJO-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,Cn1c(=S)[nH]c2ccc(Cl)cc21,=,14.1,XRYCITIXNWOZBI-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.01.050,CC(C)COc1ccc(-c2nc(N)[nH]c(=O)c2C#N)cc1C#N,=,0.1,JCEKKTBKLGCDMM-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(Br)cc4)nc3c2)ccn1,=,10.0,ZRRFUDDSSHZCBP-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2CCCN2C1=O,=,3.7,TVYRJMOFWNDDGD-UHFFFAOYSA-N
 10.1021/jm500432n,Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2F)cc1C#N,=,14.5,MCTQBSWUEFTRJD-UHFFFAOYSA-N
 10.1021/jm301661h,CCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,22.0,NCJMWOVOUKBBEF-UHFFFAOYSA-N
 10.1021/jm3009025,CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,=,3.7,GTKXPBNPVIGANR-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CSc1nc2cc(Cl)ccc2n1C,=,7.59,AGJUGSILXZJETL-UHFFFAOYSA-N
 10.1016/j.bmc.2012.10.049,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,=,38.0,SBPRIAGPYFYCRT-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)c(F)c3)CC2)nc1C,=,0.7,TVGWXIMBKUOORE-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccccc4)ncc3c2)ccn1,<,1.0,KLGCARLRFLDLDP-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1cccc2cc3cccc(CSC(=N)N)c3nc12,=,0.2,DXUPGDWGOABSDH-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(OC(=O)N(C)C)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C23OC(=O)OC2C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,=,2.4,WVAHPXJQZYFYSI-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.01.070,CC1(C)SC(C(=O)O)C(C(=O)O)S1,=,13.68,IZRAERNBXVOHGW-UHFFFAOYSA-N
 10.1021/jm301661h,Cc1cc(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c(C(F)(F)F)o1,=,21.0,KJMXCRFBUNSWBZ-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C34OC(=O)OC3C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C(C(OC(=O)N(C)C)C(=O)C12C)C4(C)C,=,4.68,FWZHHMAVFQEEMW-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.10.047,CC(C)(C)CC(c1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1)N1CCC(C(F)(F)F)CC1,=,16.0,IUQFLLUDDADQCI-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.04.081,CC(Cc1cccc(CC(=O)NC2Cc3ccccc3C2)c1)NCC(O)c1ccc(O)c(CO)c1,=,1.0,FNEGAPIEQCNGCS-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.01.050,CC(C)(C)COc1ccc(-c2nc(N)[nH]c(=O)c2C#N)cc1OC(F)(F)F,=,0.4,CJNNMPWWFJQGRZ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00742,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,=,64.1,SQOCEMCKYDVLMM-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.01.097,COc1cc(C(C)C)c(Oc2cnc(NC(CO)CO)nc2N)cc1I,=,9.43,PAYROHWFGZADBR-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,Cn1c(Br)c(Br)c2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc21,=,2.5,OZJBDLRXJRHNOZ-UHFFFAOYSA-N
 10.1021/jm301721e,CC(C)OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,=,4.69,DLAGYCHBKRBCAY-UHFFFAOYSA-N
 10.1039/C3MD00156C,Cc1c(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)ccc2c1C(=O)NC(C)(C)C(=O)N2,=,9.0,OLRFZSHQFMJUOB-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.02.060,Cc1c(C(Cc2ccc(F)c(F)c2)P(=O)(OC(C)C)OC(C)C)sc2ccccc12,=,0.075,DQBJKVNKQOHWGV-UHFFFAOYSA-N
 10.1021/jm500432n,COc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,=,1.1,NBGOQUKSSZOVOU-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(OC(=O)N(C)C)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C1C2(C)C,=,4.41,IMDAAAFISIQHIH-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2[nH]c(-c3ccc(F)cc3)cc2c1=O,=,0.59,YXCXAMJXDHLTJO-UHFFFAOYSA-N
 10.1021/jm201496g,CC(C)C(c1nc2ccccc2o1)n1cc(C=CC(=O)NO)nn1,=,6.61,IOAXCKZMCHPECI-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.04.128,CNC(=O)CCC(CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,=,0.15,SUYLSHGQFVSWSI-UHFFFAOYSA-N
 10.1021/jm100978n,COC(=O)N1CCc2nc(C)n(C3CC4CCC(C3)N4CCC(NC(C)=O)c3ccccc3)c2C1,=,3.0,PGZOJXIIMKNLJD-UHFFFAOYSA-N
 10.1021/jm401838x,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,=,0.1,MXFWWQICDIZSOA-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CN(C(=O)OC(C)C)CC3C(=O)NO)cc2)c2ccccc2n1,=,1.7,BEMAWHUATSKVDF-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4cccc(C(C)C)c4)nc3c2)ccn1,=,10.0,WUCCZYGBRBDZJF-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CN(CC(C)C)CC3C(=O)NO)cc2)c2ccccc2n1,=,0.3,QFAVBCHJZGCQGB-UHFFFAOYSA-N
 10.1021/jm301661h,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,25.0,NGGBGFKKADSXPM-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Br)cc4)nc3c2)ccn1,=,10.0,MZCRQBOVCGGSLE-UHFFFAOYSA-N
 10.1039/C2MD20231J,CS(=O)(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,=,11.3,SPZVCHMMMLZZKV-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.02.084,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,=,1.5,MDMMWSVMDMOFFW-UHFFFAOYSA-N
 10.1021/jm2003359,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)C(C)(C)N)C3)cc1,=,0.96,VGNRSBSIGNJLFZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.036,CN(CC1CCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F)C(=O)C(C)(C)C,=,8.5,LJFJRWMOMVPQNG-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,=,9.0,KHIDEYHOVWAHBR-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.01.022,COc1cnn(C)c(=O)c1-c1ccc(CC(CO)NC(=O)c2c(Cl)cccc2Cl)cc1,=,2.5,DSRYWCFQVDZVPR-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.028,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,=,8.3,ISHINUUQDKDNHQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.09.059,COc1cccc(-c2c(C(=O)N3CCCCC3CO)cc3ccccn23)c1,=,58.0,CORFFCKGBFFQAQ-UHFFFAOYSA-N
 10.1021/ml2002423,O=C(NC1CCCC(c2nc3ccccc3[nH]2)C1)c1ccc2c(c1)OCCO2,=,85.0,BLFYHCYJCRNVIH-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.07.049,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)C1CCNC1,=,12.0,PIKCALBGLDBAKK-UHFFFAOYSA-N
 10.1039/C3MD00156C,COc1c(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)ccc2c1C(=O)NC(C)(C)C(=O)N2,=,7.0,FIPKJIHCLHYNTR-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.066,CC(C)CCn1c(=O)c(=C2Nc3ccccc3S(=O)(=O)N2)c(=O)c2cccn21,=,11.0,XXLOIJFWZRTNOJ-UHFFFAOYSA-N
 10.1021/jm3009025,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,=,23.0,YFSROEJZFCNGBG-UHFFFAOYSA-N
 10.1039/C3MD00156C,Cc1cc2c(cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)N2,=,7.0,HCLJUTUEYQNOIJ-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.02.033,O=C(NC(CC=Cc1ccccc1)C(=O)O)c1ccc2ccccc2c1,=,2.98,OOTIJYFZZMIZHN-UHFFFAOYSA-N
 10.1039/c2md20203d,CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CO)N(C)C(=O)C(CC(C)C)N(C)C1=O,=,3.3,JTGDNQMBWVBHHI-UHFFFAOYSA-N
 10.1021/jm201620t,COC(=O)NC(C(=O)NN(CCC1(Cc2ccccc2)C(=O)N(C2c3ccccc3CC2O)CC1O)Cc1ccc(Br)cc1)C(C)(C)C,=,17.0,CQXJTSYFQUPNEK-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)cc1)CCO2,=,32.5,SSYVJWDKKDSKBE-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.078,CC(C)(F)c1nc(C2CCCN2C(=O)CC(N)Cc2cc(F)c(F)cc2F)no1,=,14.0,RHMVNRUGRITMJY-UHFFFAOYSA-N
 10.1021/jm101549k,O=C1CC(=O)N(CCc2ccccc2)C(=O)N1CCc1ccccc1,=,73.4,HSNSQMGDNFKEES-UHFFFAOYSA-N
 10.1016/j.bmc.2010.05.057,CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(O)cc3)cc1)CC2,=,0.33,YGKUWFNPRSRENZ-UHFFFAOYSA-N
 10.1021/jm301887f,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,=,0.3,PFWRPAQOTTVGPB-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,=,0.04,AIQHEBMTAVWQHB-UHFFFAOYSA-N
 10.1016/j.bmc.2010.11.029,CCOC(=O)C(C)NP(=O)(OCC1OC(n2ccc3c(-c4cccs4)ncnc32)C(O)C1O)Oc1ccccc1,=,0.76,VDAQNWUBPMRFAZ-UHFFFAOYSA-N
 10.1021/jm500432n,COc1cnc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,=,4.1,SQKKZLYGFLBUKP-UHFFFAOYSA-N
 10.1021/jm300810x,COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,=,34.7,VOASEWXFCTZRDF-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,=,0.05,HFVOEUOCDIYZFY-UHFFFAOYSA-N
