std_smiles,std_relation,VDss (L/kg),inchi_key
Cc1cccc(N2CC(CO)OC2=O)c1,=,1.5,MXUNKHLAEDCYJL-UHFFFAOYSA-N
NNOC(=O)c1ccncc1,=,0.82,LRNFBKZFFSMJIA-UHFFFAOYSA-N
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,=,0.63,SIQPXVQCUCHWDI-UHFFFAOYSA-N
NCCCCCC(=O)O,=,0.39,SLXKOJJOQWFEFD-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,=,2.2,WKEMJKQOLOHJLZ-UHFFFAOYSA-N
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,=,0.46,CZTQZXZIADLWOZ-CRAIPNDOSA-N
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,=,23.0,GBABOYUKABKIAF-BXZSYHTRSA-N
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],=,0.56,ORYDPOVDJJZGHQ-UHFFFAOYSA-N
CCOC(=O)C(N)C(=O)OCC,=,1.3,WLTCKEHCTUYJGI-UHFFFAOYSA-N
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,=,8.9,CYQFCXCEBYINGO-IAGOWNOFSA-N
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,=,1.0,IRSCQMHQWWYFCW-UHFFFAOYSA-N
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,=,0.39,SUYRLXYYZQTJHF-VMBLUXKRSA-N
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,=,3.6,XCGSFFUVFURLIX-VFGNJEKYSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,=,1.5,HMJIYCCIJYRONP-UHFFFAOYSA-N
CC(=O)CC(=O)Nc1ccc(-c2ccccc2)cc1,=,0.4,RFNJJAXRANPLRG-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CCC[C@@H]4NC(=O)CNC(=N)N)N(C)C3)[C@H](C)[C@H]12,=,0.23,HXSRKROQMFKEAR-ORPMZVJSSA-N
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,=,1.2,XFDJYSQDBULQSI-UHFFFAOYSA-N
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,=,1.9,OMFNSKIUKYOYRG-MOSHPQCFSA-N
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,=,6.9,GMJWGJSDPOAZTP-MIDYMNAOSA-N
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,=,0.22,ACWBQPMHZXGDFX-QFIPXVFZSA-N
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,=,3.5,OROGSEYTTFOCAN-DNJOTXNNSA-N
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,=,0.6,XRASPMIURGNCCH-UHFFFAOYSA-N
COCc1c(C(C)C)nc(C(C)C)c(/C=C/C2CC(O)CC(=O)O2)c1-c1ccc(F)cc1,=,0.33,MCBZSKZRUIWKPM-ZHACJKMWSA-N
[2H]C1([2H])N(C)C([2H])([2H])C([2H])([2H])N(C2=Nc3cc(Cl)ccc3Nc3ccccc32)C1([2H])[2H],=,1.6,QZUDBNBUXVUHMW-JNJBWJDISA-N
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)/C(=C(/N)O)C(=O)[C@@]3(O)C(=O)C1=C2O,=,1.6,CUJCFMVUUMIFDR-XVLNIUNCSA-N
CC(=O)c1cc[nH]c1C(N)=O,=,0.37,CDSATVVADOLVOV-UHFFFAOYSA-N
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,=,0.22,AVKUERGKIZMTKX-DYNIEEOBSA-N
COC(=O)C[C@@H](CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](C)(C)C(C)(C)C,=,4.8,LKFANOWXMJEZDI-AREMUKBSSA-N
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,=,4.1,IPOBOOXFSRWSHL-UHFFFAOYSA-N
NC1=NC(=O)C([C@H]2CO[C@H](CO)O2)C=N1,=,1.0,QQOMBQDLZWTWPU-UVCATTPVSA-N
[2H]C([2H])([2H])OC(=O)C1=C(C)NC(C)=C(C(=O)OC([2H])([2H])[2H])C1c1cccc(Cl)c1Cl,=,4.4,VEACAIASCBTOFS-LIJFRPJRSA-N
CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,=,0.12,GNJCUHZOSOYIEC-VJXYMCLOSA-N
Nc1ccc([S+](=O)([O-])Nc2ncccn2)cc1,=,0.29,JNSIGQZDHNFJIB-UHFFFAOYSA-N
Cc1cccc(C)c1NC(=O)C1CCCCN1C,=,0.95,INWLQCZOYSRPNW-UHFFFAOYSA-N
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,=,2.2,DMDGGSIALPNSEE-UHFFFAOYSA-N
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,=,0.13,UQLLWWBDSUHNEB-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,=,0.82,KHYPYQZQJSBPIX-UHFFFAOYSA-N
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,=,0.12,MPHPHYZQRGLTBO-UHFFFAOYSA-N
CCC[C@@H]1CC(C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,=,1.0,OJMMVQQUTAEWLP-ISVUEQNNSA-N
CC(=O)NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO,=,0.23,ARAIBEBZBOPLMB-UHFFFAOYSA-N
CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,=,0.17,JWCSIUVGFCSJCK-LIUKBUMOSA-N
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,=,0.65,CBQGYUDMJHNJBX-OALUTQOASA-N
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(O)C2O)OCC1(C)OC1OC(CN)C(O)C(O)C1O,=,0.32,WVUXLNQATJQHLA-UHFFFAOYSA-N
O=c1[nH]cc(F)c(=O)[nH]1,=,0.23,GHASVSINZRGABV-UHFFFAOYSA-N
CC[C@]1(O)C[C@H]2CN(CCC3C(=Nc4ccccc43)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,5.0,RJHLHHANMLUOBE-YOQHIDJQSA-N
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,=,0.13,CXGTZJYQWSUFET-IBGZPJMESA-N
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,=,4.4,PNVNVHUZROJLTJ-UHFFFAOYSA-N
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,=,1.1,YHXISWVBGDMDLQ-UHFFFAOYSA-N
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,=,0.073,CIDUJQMULVCIBT-MQDUPKMGSA-N
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,=,0.54,FIAFUQMPZJWCLV-UHFFFAOYSA-N
CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,=,57.0,ZHAKYGFJVGCOAE-UHFFFAOYSA-N
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,=,0.21,YXRDKMPIGHSVRX-OOJCLDBCSA-N
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,=,1.5,SDUQYLNIPVEERB-QPPQHZFASA-N
CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc21,=,1.9,CADMPLPEJHVVFU-UHFFFAOYSA-N
NNc1nncc2ccccc12,=,1.5,RPTUSVTUFVMDQK-UHFFFAOYSA-N
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,=,1.3,OGHNVEJMJSYVRP-UHFFFAOYSA-N
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,=,4.3,WVLOADHCBXTIJK-UHFFFAOYSA-N
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@H]2SC1,=,0.24,OKBVVJOGVLARMR-QMTHXVAHSA-N
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,=,1.5,AGOYDEPGAOXOCK-KCBOHYOISA-N
CC(=O)N[C@@H](CS)C(=O)[O-],=,0.55,PWKSKIMOESPYIA-BYPYZUCNSA-M
C[C@H](NCc1ccccc1)c1ccccc1,=,3.9,ZYZHMSJNPCYUTB-ZDUSSCGKSA-N
