MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
-0.77,0.53,neutral,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,=,1.75,WDDPHFBMKLOVOX-AYQXTPAHSA-N
-1.3,0.85,zwitterionic,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,=,0.25,LSQZJLSUYDQPKJ-NJBDSQKTSA-N
0.22,0.88,neutral,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,=,1.16,IPWKIXLWTCNBKN-ZCFIWIBFSA-N
2.5,0.01,cationic,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,=,1.31,GEJDGVNQKABXKG-CFKGEZKQSA-N
-0.56,0.79,neutral,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,=,7.7,PTOAARAWEBMLNO-KVQBGUIXSA-N
3.5,,neutral,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,=,0.8,YSGQGNQWBLYHPE-CFUSNLFHSA-N
1.0,0.48,neutral,COc1cc([S+](C)[O-])ccc1-c1nc2cnccc2[nH]1,=,1.67,JQUKCPUPFALELS-UHFFFAOYSA-N
-1.2,0.017,anionic,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,=,0.12,MBGGBVCUIVRRBF-UHFFFAOYSA-N
0.045,0.2,cationic,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,=,1.3,GBBSUAFBMRNDJC-UHFFFAOYSA-N
-3.6,0.872,anionic,COCOC[C@H](CCC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)O,=,0.25,KIJQJNCPBKIGBI-PCKAHOCUSA-N
-9.0,,cationic,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,=,0.21,MKKYBZZTJQGVCD-XTCKQBCOSA-N
4.9,0.001,cationic,CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,=,10.1,UIEATEWHFDRYRU-XMMPIXPASA-N
0.098,0.004,anionic,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,=,0.12,MPHPHYZQRGLTBO-UHFFFAOYSA-N
-5.4,,anionic,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,=,0.19,SMSRCGPDNDCXFR-CYWZMYCQSA-N
3.3,0.02,neutral,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,=,2.01,GKTWGGQPFAXNFI-HNNXBMFYSA-N
-2.3,0.02,anionic,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,=,0.23,LFWCJABOXHSRGC-UHFFFAOYSA-N
1.8,,neutral,O=C1c2ccccc2OCN1CCO[N+](=O)[O-],=,0.68,POVFCWQCRHXYAB-UHFFFAOYSA-N
-2.7,0.96,neutral,OC[C@@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@H]1O,=,0.59,FPVKHBSQESCIEP-LURQLKTLSA-N
2.0,,cationic,C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,=,24.4,XFXANHWIBFMEOY-CVEARBPZSA-N
2.2,,cationic,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,=,0.74,WYDUSKDSKCASEF-UHFFFAOYSA-N
4.2,0.016,neutral,CC(C)c1cccc(C(C)C)c1O,=,4.7,OLBCVFGFOZPWHH-UHFFFAOYSA-N
2.1,0.26,cationic,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,=,2.9,LOUPRKONTZGTKE-LHHVKLHASA-N
1.7,,neutral,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,=,2.6,MAUCONCHVWBMHK-UHFFFAOYSA-N
4.1,0.05,neutral,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,=,0.94,ATALOFNDEOCMKK-OITMNORJSA-N
3.3,0.15,cationic,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,=,4.9,JXZZEXZZKAWDSP-UHFFFAOYSA-N
4.0,0.01,neutral,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,=,0.16,CUIHSIWYWATEQL-UHFFFAOYSA-N
-5.8,0.9,anionic,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,=,0.24,LWRDQHOZTAOILO-UHFFFAOYSA-N
-2.3,1.0,anionic,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,=,0.26,YVPYQUNUQOZFHG-UHFFFAOYSA-N
-1.8,0.09,anionic,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,=,0.83,GHOXVFYORXUCPY-GPYQDIMHSA-N
-5.7,1.0,anionic,C[C@@H]1O[C@@H]1P(=O)(O)O,=,0.32,YMDXZJFXQJVXBF-STHAYSLISA-N
7.4,,neutral,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,=,6.69,QHMBSVQNZZTUGM-ZWKOTPCHSA-N
-4.6,0.6,anionic,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,=,0.15,DHSUYTOATWAVLW-WFVMDLQDSA-N
-4.1,0.9,cationic,CCCCNC(=N)NC(=N)N,=,1.84,XSEUMFJMFFMCIU-UHFFFAOYSA-N
4.8,,anionic,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,=,0.54,WCGUUGGRBIKTOS-YBUGNAKZSA-N
-0.82,0.13,cationic,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,=,0.3,VHFGEBVPHAGQPI-LXKZPTCJSA-N
-5.9,0.15,anionic,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,=,0.55,MPBVHIBUJCELCL-UHFFFAOYSA-N
-0.22,0.04,anionic,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,=,0.22,ACWBQPMHZXGDFX-QFIPXVFZSA-N
3.3,0.05,cationic,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,=,3.9,KTUFNOKKBVMGRW-UHFFFAOYSA-N
-0.42,0.086,neutral,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,=,1.2,OPXLLQIJSORQAM-UHFFFAOYSA-N
-5.5,,cationic,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,=,0.4,VXKHXGOKWPXYNA-PGBVPBMZSA-N
-7.1,1.0,cationic,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,=,0.33,XUFIWSHGXVLULG-IDLVJFIQSA-N
-0.43,0.33,cationic,NC12CC3CC(CC(C3)C1)C2,=,6.6,DKNWSYNQZKUICI-UHFFFAOYSA-N
-1.6,0.1,anionic,CC1(C)SC2[C@@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.16,XMQVYNAURODYCQ-ORKOQCBKSA-N
1.2,0.09,neutral,CC[C@@]1(O)C[C@H](O[C@@H]2C[C@H](N3CCOCC3)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O)C(=O)c1cccc(O)c1C3=O,=,20.9,OPBPMGYBSDKJBT-CFOSGXAOSA-N
1.5,,neutral,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,=,0.62,YAKWPXVTIGTRJH-UHFFFAOYSA-N
0.91,,cationic,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,=,1.6,KSEYRUGYKHXGFW-UHFFFAOYSA-N
1.8,0.4,neutral,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,=,1.3,HUNXMJYCHXQEGX-UHFFFAOYSA-N
1.2,,cationic,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)O[C@H]2[C@@H]1C,=,2.83,IUPCWCLVECYZRV-GLPOSSJISA-N
-0.07200000000000001,0.008,anionic,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,=,0.13,DKYWVDODHFEZIM-UHFFFAOYSA-N
3.8,0.07,neutral,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,=,0.77,AAKJLRGGTJKAMG-UHFFFAOYSA-N
1.1,0.1,anionic,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.94,YOSHYTLCDANDAN-UHFFFAOYSA-N
1.3,0.5,neutral,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,=,1.53,HGVDHZBSSITLCT-JLJPHGGASA-N
1.9,,cationic,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,=,2.5,PDJZPNKVLDWEKI-ZBFHGGJFSA-N
1.4,0.27,neutral,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,=,0.57,XOFYZVNMUHMLCC-ZPOLXVRWSA-N
1.5,0.06,neutral,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,=,0.73,IENZQIKPVFGBNW-UHFFFAOYSA-N
4.8,0.01,neutral,CC(C)C(=O)OCC(=O)[C@]12O[C@@H](C3CCCCC3)O[C@@H]1C[C@@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,=,2.9,LUKZNWIVRBCLON-CIRCSGMQSA-N
3.8,0.22,neutral,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,=,14.4,QXRSDHAAWVKZLJ-WSWFRRQFSA-N
3.2,0.1,neutral,CCOc1ccc2c(c1)[C@]1(CC[C@H](OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,=,7.0,QKXJWFOKVQWEDZ-VCCCEUOBSA-N
1.7,,cationic,C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,=,,JRWZLRBJNMZMFE-CYBMUJFWSA-N
1.9,0.49,neutral,Cc1cccc(N2CC(CO)OC2=O)c1,=,1.5,MXUNKHLAEDCYJL-UHFFFAOYSA-N
3.0,0.05,zwitterionic,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,=,0.41,XGHOVGYJHWQGCC-UHFFFAOYSA-N
-3.8,,cationic,NCCCNCCSP(=O)(O)O,=,0.09,JKOQGQFVAUAYPM-UHFFFAOYSA-N
-1.2,,neutral,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,=,23.7,OTSOOHRUMBRSHZ-UHFFFAOYSA-N
1.1,0.42,neutral,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,=,13.0,FNYLWPVRPXGIIP-UHFFFAOYSA-N
-9.0,0.21,anionic,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,=,,KANJSNBRCNMZMV-ABRZTLGGSA-N
-2.6,0.01,zwitterionic,C#CCN(Cc1cc2c(=O)nc(C)[nH]c2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,=,0.53,IEJSCSAMMLUINT-NRFANRHFSA-N
-0.4,0.75,zwitterionic,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,1.2,GSDSWSVVBLHKDQ-JTQLQIEISA-N
-4.0,0.62,zwitterionic,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,=,0.27,VOAZJEPQLGBXGO-SDAWRPRTSA-N
6.8,0.022,neutral,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,=,1.8,YJDYDFNKCBANTM-BCJSPELNSA-N
0.026,,anionic,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,=,0.27,YBWLTKFZAOSWSM-UHFFFAOYSA-N
5.8,0.002,neutral,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,=,7.4,VHVPQPYKVGDNFY-UHFFFAOYSA-N
0.041,,neutral,NC(=S)N/N=C/c1ncccc1N,=,0.41,XMYKNCNAZKMVQN-NYYWCZLTSA-N
1.6,,anionic,C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,0.25,JYJTVFIEFKZWCJ-JTQLQIEISA-N
1.1,0.15,cationic,CN1CCN2c3ncccc3Cc3ccccc3C2C1,=,4.2,RONZAEMNMFQXRA-UHFFFAOYSA-N
0.95,0.001,anionic,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,=,0.22,PUXBGTOOZJQSKH-UHFFFAOYSA-N
-2.9,0.59,anionic,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,=,1.3,FMTDIUIBLCQGJB-SEYHBJAFSA-N
1.1,,cationic,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,=,0.75,ICMGLRUYEQNHPF-UHFFFAOYSA-N
-9.0,0.99,cationic,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,=,0.26,SBUJHOSQTJFQJX-NOAMYHISSA-N
2.4,0.021,neutral,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,=,0.28,MJIHNNLFOKEZEW-UHFFFAOYSA-N
0.64,,cationic,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,=,5.14,OUSFTKFNBAZUKL-UHFFFAOYSA-N
-3.8,,anionic,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,=,0.19,SPXYHZRWPRQLNS-UHFFFAOYSA-N
5.2,0.01,neutral,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@H](O)c3cc(Cl)ccc32)c(C)c1,=,0.5,GYHCTFXIZSNGJT-DEOSSOPVSA-N
4.2,,cationic,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,=,80.5,SXNJFOWDRLKDSF-STROYTFGSA-N
0.25,0.002,anionic,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,=,0.2,YASAKCUCGLMORW-UHFFFAOYSA-N
-0.11,0.16,cationic,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,=,0.52,UVTNFZQICZKOEM-UHFFFAOYSA-N
0.95,0.01,anionic,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,=,0.11,LXIKEPCNDFVJKC-QXMHVHEDSA-N
3.7,,neutral,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,=,1.63,FWIVDMJALNEADT-SFTDATJTSA-N
-0.18,,cationic,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,=,0.4,XJFMHMFFBSOEPR-DNZQAUTHSA-N
-0.77,0.035,anionic,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,=,0.19,YYUAYBYLJSNDCX-UHFFFAOYSA-N
4.0,0.01,neutral,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,=,2.0,AURFZBICLPNKBZ-YZRLXODZSA-N
-1.4,0.84,neutral,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,=,1.2,XUFQPHANEAPEMJ-UHFFFAOYSA-N
6.8,0.001,cationic,COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,=,6.03,TULGGJGJQXESOO-UHFFFAOYSA-N
-0.048,0.14,neutral,CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,=,0.12,QMNWISYXSJWHRY-YLNUDOOFSA-N
-0.32,0.8,neutral,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,=,1.8,HBOMLICNUCNMMY-XLPZGREQSA-N
3.3,,neutral,CC(=O)OC1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,=,17.0,DXOJIXGRFSHVKA-HZTZUQLRSA-N
0.76,,cationic,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,=,0.23,UIRKNQLZZXALBI-MSVGPLKSSA-N
2.4,0.64,cationic,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,=,1.6,NMPOSNRHZIWLLL-XUWVNRHRSA-N
3.9,0.0034,cationic,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,=,0.85,XIQVNETUBQGFHX-UHFFFAOYSA-N
3.0,0.02,neutral,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,=,6.1,PVHUJELLJLJGLN-UHFFFAOYSA-N
1.6,0.13,neutral,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,=,0.43,CXOFVDLJLONNDW-UHFFFAOYSA-N
0.73,0.1,anionic,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,=,0.76,ZWTVVWUOTJRXKM-UHFFFAOYSA-N
1.3,0.41,neutral,COc1cc([S+](C)[O-])ccc1-c1nc2ncccc2[nH]1,=,0.62,XMFCOYRWYYXZMY-UHFFFAOYSA-N
-9.0,0.65,cationic,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,=,0.34,UCSJYZPVAKXKNQ-HZYVHMACSA-N
-5.5,0.26,anionic,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,=,0.35,CIWBSHSKHKDKBQ-JLAZNSOCSA-N
3.3,0.1,neutral,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,=,3.6,WMWTYOKRWGGJOA-CENSZEJFSA-N
1.6,,neutral,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,=,0.96,UNBRKDKAWYKMIV-QWQRMKEZSA-N
-3.6,0.55,anionic,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,=,0.13,UQLLWWBDSUHNEB-CZUORRHYSA-N
2.3,0.2,neutral,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,=,1.4,YNDXUCZADRHECN-JNQJZLCISA-N
1.4,0.23,neutral,O=NN(CCCl)C(=O)NCCCl,=,1.2,DLGOEMSEDOSKAD-UHFFFAOYSA-N
2.3,,neutral,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,=,6.9,GMJWGJSDPOAZTP-MIDYMNAOSA-N
5.6,,neutral,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,=,3.0,CBPNZQVSJQDFBE-FUXHJELOSA-N
3.9,0.05,cationic,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,=,1.3,USCSJAIWXWYTEH-UHFFFAOYSA-N
2.6,0.1,cationic,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,=,1.1,RAPZEAPATHNIPO-UHFFFAOYSA-N
-0.79,0.14,cationic,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,=,1.9,VWPOSFSPZNDTMJ-UHFFFAOYSA-N
-1.3,0.12,anionic,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,=,1.7,BPRHUIZQVSMCRT-VEUZHWNKSA-N
-2.2,0.73,anionic,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,=,0.75,FAKRSMQSSFJEIM-RQJHMYQMSA-N
-1.2,0.09,cationic,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,=,53.0,XDRYMKDFEDOLFX-UHFFFAOYSA-N
0.7,0.53,cationic,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,=,1.2,LSLYOANBFKQKPT-UHFFFAOYSA-N
-4.4,,anionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,=,0.18,HGGAKXAHAYOLDJ-FHZUQPTBSA-N
2.9,,cationic,O=C1c2ccc3ccccc3c2C(=O)N1CCNCCCNCCN1C(=O)c2ccc3ccccc3c2C1=O,=,12.0,CSAUBGZZOLHVPD-UHFFFAOYSA-N
-9.0,0.083,anionic,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)NC(CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,=,0.08800000000000001,DOAKLVKFURWEDJ-GAOVLAQQSA-N
