Name,CAS #,SMILES,human VDss(L/kg),human fup,logD@pH7.4,Cationic fi@pH7.4,pKa1,pKa1 type,pKa2,pKa2 type,pKa3,pKa3 type,pKa4,pKa4 type,pKa ref,logD ref,VDss and fup ref.,Alpha_adrenergic,Beta_adrenergic,benzodiazepine,Beta_lactams_cephalosporines,Beta_lactams_penams_penems,Ca_blockers_dihydropyridines,fluoroquinolone_antibiotics,morphinans,NSAIDs,nucleotide,steroids,tri_tetracyclic_antidepressants
Naproxen,22204-53-1,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,0.09,0.002,0.33,0.000,4.21,a,,,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.//Barbato, F.; Caliendo, G.; La Rotonda, M. I.; Silipo, C.; Toraldo, G.; Vittoria, A. Distribution Coefficients by Curve Fitting: Application to Ionogenic Nonsteroidal Antiinflammatory Drugs. QSAR, 1986, 5, 88-95.","Barbato, F.; Caliendo, G.; La Rotonda, M. I.; Silipo, C.; Toraldo, G.; Vittoria, A. Distribution Coefficients by Curve Fitting: Application to Ionogenic Nonsteroidal Antiinflammatory Drugs. QSAR, 1986, 5, 88-95.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Nebivolol,118457-14-0,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,11,0.02,2.76,0.869,8.22,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Nefazodone,83366-66-9,CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,0.51,0.01,4.95,0.112,6.5,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Nicotine,54-11-5,CN1CCC[C@H]1c2cccnc2,2.6,0.95,0.23,0.834,8.1,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Nifedipine,21829-25-4,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,0.79,0.044,2.84,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,1,0,0,0,0,0,0
Nizatidine,76963-41-2,CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1,1,0.65,0.06,0.134,6.59,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Norfloxacin,70458-96-7,c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F,1.88,0.13,-1.1,0.903,6.22,a,8.34,b,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.//Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Nortriptyline,72-69-5,CNCCC=C1c2ccccc2CCc3ccccc13,22,0.12,1.9,0.998,10.1,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,1
Ofloxacin,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1.6,0.75,-0.35,0.873,6.05,a,8.22,b,,,,,"Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Omeprazole,73590-58-6,COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C,0.24,0.05,2,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Oxacillin,66-79-5,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,0.19,0.07,0.33,0.000,2.73,a,,,,,,,"pKa value determined at 37 °C. Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","logD taken as logPapp at pH 4.83 and 37 °C.  Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Oxazepam,604-75-1,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0.59,0.04,2.94,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Oxycodone,76-42-6,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,2.5,0.55,0.37,0.931,8.53,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,1,0,0,0,0
Oxytetracycline,79-57-2,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1.7,0.9,-1.6,0.987,3.22,a,7.46,a,8.94,b,,,"Zrncic, Mirta; Babic, Sandra; Mutavdzic Pavlovic, Dragana. Determination of thermodynamic pKa values of pharmaceuticals from five different groups using capillary electrophoresis. J Sep. Sci. 2015, 38, 1232-1239.","Colaizzi, John L.; Klink, Paul R. pH-Partition Behavior of Tetracyclines. J. Pharm. Sci. 1969, 58, 1184-1189.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Paclitaxel,33069-62-4,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,3,0.12,4.5,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Paroxetine,61869-08-7,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,18,0.06,2.12,0.992,9.51,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Pefloxacin,70458-92-3,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,1.5,0.75,0.14,0.580,6.26,a,7.51,b,,,,,"Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Delon, Annie; Bououet, Serge; Huguet, Francois; Brunet, Valerie; Courtois, Philippe; Couet, William. Pharmacokinetic-Pharmacodynamic Contributions to the Convulsant Activity of Fluoroquinolones in Rats. Antimicr. Ag. Chemother. 1999, 43, 1511-1515.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Penicillin G,61-33-6,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.24,0.4,-0.82,0.000,2.69,a,,,,,,,"pKa average of 2.64 and 2.75. 2.75 value at 37 °C. Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.//Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","logPapp at pH 5.47 and 37 °C. Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Pentoxifylline,6493-05-6,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,1.8,0.51,0.24,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,1,0,0
Perphenazine,58-39-9,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,18,0.07,3.94,0.837,8.11,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Phenethicillin,147-55-7,CC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,0.3,0.25,-0.12,0.000,2.8,a,,,,,,,"pKa value determined at 37 °C.  Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","logPapp at pH 5.21 and 37 °C. Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Phenoxymethylpenicillin,87-08-1,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.41,0.45,-0.18,0.000,2.79,a,,,,,,,"pKa value determined at 37 °C.  logPapp at pH 4.93 and 37 °C. Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","logPapp at pH 4.93 and 37 °C. Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Pindolol,13523-86-9,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.2,0.58,-0.2,0.993,9.54,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Pipemidic acid,51940-44-4,c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1,0.88,0.7,-2.07,0.896,5.59,a,8.33,b,,,,,"Babic, Sandra; Horvat, Alka J. M.; Mutavdzic Pavlovic, Dragana; Kastelan-Macan, Marija. Determination of pKa values of active pharmaceutical ingredients. TrAC, Trends Anal. Chem. 2007, 26, 1043-1061. (ref. 8 in cited work).","Zlotos, Gabriele; Bucker, Annegret; Holzgrabe, Ulrike; Kinzig-Schippers, Martina; Sorgel, Frit. Plasma protein binding of gyrase inhibitors J. Pharm. Sci. 1998, 87, 215-220.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Piperacillin,61477-96-1,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,0.27,0.5,-2,0.000,4.14,a,,,,,,," Sörgel, F; Kinzig, M. The chemistry, pharmacokinetics and tissue distribution of piperatillin/tazobactam. J. Antimicr. Chemother.  1993, 31, Suppl. A, 39-30","logD at pH 7.4 at 37 °C. Akbaraly, J. P.; Leng, J. J.; Bozler, G.; Seydel, J. K. Quantitative relationship between trans-​placental transfer and physicochemical properties of a series of heterogeneous drugs. QSAR Strategies Des. Bioact. Compd., Proc. Eur. Symp. Quant. Struct.-Act. Relat., 5th 1985, 313-317","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Pravastatin,81093-37-0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,0.46,0.5,-0.68,0.000,4.36,a,,,,,,,"Ishihama, Yasushi; Nakamura, Masahiro; Miwa, Toshinobu; Kajima, Takashi; Asakawa, Naoki. A rapid method for pKa determination of drugs using pressure-​assisted capillary electrophoresis with photodiode array detection in drug discovery. J. Pharm. Sci. 2002, 91, 933-942","Joshi, Hemant N.; Fakes, Michael G.; Serajuddin, Abu T. M. Differentiation of 3-Hydroxy-3-methylglutaryl-coenzyme A Reductase Inhibitors by Their Relative Lipophilicity. Pharm. Pharmacol. Commun. 1999, 5, 269-271","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Prednisolone,50-24-8,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.86,0.25,1.6,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Prednisone,53-03-2,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.57,0.27,1.22,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Procainamide,51-06-9,CCN(CC)CCNC(=O)c1ccc(N)cc1,2.2,0.84,-0.57,0.986,9.24,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Promazine,58-40-2,CN(C)CCCN1c2ccccc2Sc3ccccc13,8.1,0.11,2.7,0.987,9.28,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
